Year,State,Type,Length,Expense,Value,Region
2021,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,25697,Northeast
2014,New Jersey,Public Out-of-State,4-year,Fees/Tuition,25637,Northeast
2019,South Carolina,Private,4-year,Fees/Tuition,25621,Southeast
2016,Maine,Public Out-of-State,4-year,Fees/Tuition,25598,Northeast
2021,Alaska,Public Out-of-State,4-year,Fees/Tuition,25535,West
2018,Florida,Private,4-year,Fees/Tuition,25531,Southeast
2021,Kansas,Private,4-year,Fees/Tuition,25523,Midwest
2020,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,25522,Midwest
2013,Wisconsin,Private,4-year,Fees/Tuition,25500,Midwest
2021,Texas,Public Out-of-State,4-year,Fees/Tuition,25471,Southwest
2013,Colorado,Public Out-of-State,4-year,Fees/Tuition,25470,West
2014,Massachusetts,Public Out-of-State,4-year,Fees/Tuition,25461,Northeast
2019,Kentucky,Public Out-of-State,4-year,Fees/Tuition,25430,Southeast
2021,Arizona,Public Out-of-State,4-year,Fees/Tuition,25426,Southwest
2019,Missouri,Private,4-year,Fees/Tuition,25417,Midwest
2018,Tennessee,Public Out-of-State,4-year,Fees/Tuition,25378,Southeast
2016,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,25367,Northeast
2020,New Mexico,Private,4-year,Fees/Tuition,25363,Southwest
2014,New Hampshire,Public Out-of-State,4-year,Fees/Tuition,25357,Northeast
2020,South Dakota,Private,4-year,Fees/Tuition,25353,Midwest
2020,Nebraska,Private,4-year,Fees/Tuition,25313,Midwest
2016,Iowa,Private,4-year,Fees/Tuition,25308,Midwest
2015,Maine,Public Out-of-State,4-year,Fees/Tuition,25273,Northeast
2020,Montana,Public Out-of-State,4-year,Fees/Tuition,25239,West
2013,Texas,Private,4-year,Fees/Tuition,25174,Southwest
2019,Nebraska,Private,4-year,Fees/Tuition,25075,Midwest
2013,Oregon,Public Out-of-State,4-year,Fees/Tuition,25067,West
2019,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,25063,Midwest
2017,Arizona,Public Out-of-State,4-year,Fees/Tuition,25061,Southwest
2016,Tennessee,Private,4-year,Fees/Tuition,25053,Southeast
2021,Kentucky,Public Out-of-State,4-year,Fees/Tuition,25049,Southeast
2021,Tennessee,Public Out-of-State,4-year,Fees/Tuition,25046,Southeast
2019,Texas,Public Out-of-State,4-year,Fees/Tuition,25031,Southwest
2014,Hawaii,Public Out-of-State,4-year,Fees/Tuition,25021,West
2021,Arkansas,Private,4-year,Fees/Tuition,24998,Southeast
2021,Nebraska,Private,4-year,Fees/Tuition,24985,Midwest
2018,Montana,Private,4-year,Fees/Tuition,24953,West
2013,New Hampshire,Public Out-of-State,4-year,Fees/Tuition,24945,Northeast
2018,Alabama,Public Out-of-State,4-year,Fees/Tuition,24939,Southeast
2018,Texas,Public Out-of-State,4-year,Fees/Tuition,24937,Southwest
2018,South Carolina,Private,4-year,Fees/Tuition,24931,Southeast
2017,Iowa,Public Out-of-State,4-year,Fees/Tuition,24912,Midwest
2021,New Mexico,Private,4-year,Fees/Tuition,24892,Southwest
2020,Texas,Public Out-of-State,4-year,Fees/Tuition,24889,Southwest
2020,Idaho,Public Out-of-State,4-year,Fees/Tuition,24845,West
2020,Ohio,Public Out-of-State,4-year,Fees/Tuition,24830,Midwest
2017,Tennessee,Public Out-of-State,4-year,Fees/Tuition,24802,Southeast
2014,Maine,Public Out-of-State,4-year,Fees/Tuition,24791,Northeast
2020,Tennessee,Public Out-of-State,4-year,Fees/Tuition,24786,Southeast
2017,Oklahoma,Private,4-year,Fees/Tuition,24776,Southwest
2015,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,24741,Northeast
2021,Idaho,Public Out-of-State,4-year,Fees/Tuition,24700,West
2018,Kentucky,Public Out-of-State,4-year,Fees/Tuition,24632,Southeast
2021,Minnesota,Public Out-of-State,4-year,Fees/Tuition,24620,Midwest
2018,Missouri,Private,4-year,Fees/Tuition,24615,Midwest
2016,Tennessee,Public Out-of-State,4-year,Fees/Tuition,24554,Southeast
2017,South Carolina,Private,4-year,Fees/Tuition,24523,Southeast
2019,Iowa,Public Out-of-State,4-year,Fees/Tuition,24521,Midwest
2015,Georgia,Private,4-year,Fees/Tuition,24493,Southeast
2019,Montana,Public Out-of-State,4-year,Fees/Tuition,24481,West
2019,Alaska,Public Out-of-State,4-year,Fees/Tuition,24454,West
2019,Ohio,Public Out-of-State,4-year,Fees/Tuition,24454,Midwest
2013,New Jersey,Public Out-of-State,4-year,Fees/Tuition,24447,Northeast
2020,Minnesota,Public Out-of-State,4-year,Fees/Tuition,24442,Midwest
2019,Nevada,Private,4-year,Fees/Tuition,24423,West
2013,Massachusetts,Public Out-of-State,4-year,Fees/Tuition,24399,Northeast
2013,Maine,Public Out-of-State,4-year,Fees/Tuition,24397,Northeast
2017,Florida,Private,4-year,Fees/Tuition,24360,Southeast
2018,Maryland,Public Out-of-State,4-year,Fees/Tuition,24353,Northeast
2018,North Carolina,Public Out-of-State,4-year,Fees/Tuition,24274,Southeast
2016,Kentucky,Private,4-year,Fees/Tuition,24258,Southeast
2018,South Dakota,Private,4-year,Fees/Tuition,24219,Midwest
2020,Kansas,Private,4-year,Fees/Tuition,24179,Midwest
2016,Arizona,Public Out-of-State,4-year,Fees/Tuition,24161,Southwest
2016,Iowa,Public Out-of-State,4-year,Fees/Tuition,24136,Midwest
2018,Ohio,Public Out-of-State,4-year,Fees/Tuition,24098,Midwest
2015,Iowa,Private,4-year,Fees/Tuition,24076,Midwest
2017,Michigan,Private,4-year,Fees/Tuition,24058,Midwest
2017,Alabama,Public Out-of-State,4-year,Fees/Tuition,24000,Southeast
2015,Tennessee,Public Out-of-State,4-year,Fees/Tuition,23949,Southeast
2021,Kansas,Public Out-of-State,4-year,Fees/Tuition,23945,Midwest
2015,Tennessee,Private,4-year,Fees/Tuition,23893,Southeast
2020,Arkansas,Private,4-year,Fees/Tuition,23875,Southeast
2018,New Mexico,Private,4-year,Fees/Tuition,23865,Southwest
2019,Idaho,Public Out-of-State,4-year,Fees/Tuition,23850,West
2020,Colorado,Private,4-year,Fees/Tuition,23791,West
2015,Iowa,Public Out-of-State,4-year,Fees/Tuition,23778,Midwest
2017,North Carolina,Public Out-of-State,4-year,Fees/Tuition,23778,Southeast
2020,Kansas,Public Out-of-State,4-year,Fees/Tuition,23745,Midwest
2014,Georgia,Public Out-of-State,4-year,Fees/Tuition,23730,Southeast
2017,Missouri,Private,4-year,Fees/Tuition,23702,Midwest
2018,Montana,Public Out-of-State,4-year,Fees/Tuition,23678,West
2018,Nebraska,Private,4-year,Fees/Tuition,23659,Midwest
2016,Oklahoma,Private,4-year,Fees/Tuition,23658,Southwest
2017,Montana,Private,4-year,Fees/Tuition,23657,West
2013,Hawaii,Public Out-of-State,4-year,Fees/Tuition,23614,West
2014,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,23571,Northeast
2014,Iowa,Public Out-of-State,4-year,Fees/Tuition,23568,Midwest
2019,Colorado,Private,4-year,Fees/Tuition,23560,West
2017,Kentucky,Public Out-of-State,4-year,Fees/Tuition,23539,Southeast
2014,Georgia,Private,4-year,Fees/Tuition,23521,Southeast
2017,Texas,Public Out-of-State,4-year,Fees/Tuition,23511,Southwest
2018,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,23500,Midwest
2020,Virginia,Private,4-year,Fees/Tuition,23493,Southeast
2017,Ohio,Public Out-of-State,4-year,Fees/Tuition,23434,Midwest
2021,Georgia,Public Out-of-State,4-year,Fees/Tuition,23430,Southeast
2019,Virginia,Private,4-year,Fees/Tuition,23380,Southeast
2020,North Carolina,Public Out-of-State,4-year,Fees/Tuition,23357,Southeast
2021,Louisiana,Public Out-of-State,4-year,Fees/Tuition,23333,Southeast
2016,North Carolina,Public Out-of-State,4-year,Fees/Tuition,23309,Southeast
2019,Kansas,Public Out-of-State,4-year,Fees/Tuition,23302,Midwest
2014,Tennessee,Public Out-of-State,4-year,Fees/Tuition,23290,Southeast
2016,Alabama,Public Out-of-State,4-year,Fees/Tuition,23261,Southeast
2018,Nevada,Private,4-year,Fees/Tuition,23261,West
2019,South Dakota,Private,4-year,Fees/Tuition,23252,Midwest
2021,Virginia,Private,4-year,Fees/Tuition,23220,Southeast
2015,Arizona,Public Out-of-State,4-year,Fees/Tuition,23180,Southwest
2016,Ohio,Public Out-of-State,4-year,Fees/Tuition,23179,Midwest
2019,Arkansas,Private,4-year,Fees/Tuition,23179,Southeast
2016,Georgia,Public Out-of-State,4-year,Fees/Tuition,23167,Southeast
2016,South Carolina,Private,4-year,Fees/Tuition,23167,Southeast
2020,Georgia,Public Out-of-State,4-year,Fees/Tuition,23167,Southeast
2017,South Dakota,Private,4-year,Fees/Tuition,23147,Midwest
2021,North Carolina,Public Out-of-State,4-year,Fees/Tuition,23136,Southeast
2021,Colorado,Private,4-year,Fees/Tuition,23128,West
2017,Nebraska,Private,4-year,Fees/Tuition,23109,Midwest
2016,Louisiana,Public Out-of-State,4-year,Fees/Tuition,23099,Southeast
2015,Kentucky,Private,4-year,Fees/Tuition,23039,Southeast
2013,Iowa,Public Out-of-State,4-year,Fees/Tuition,23019,Midwest
2018,Virginia,Private,4-year,Fees/Tuition,23014,Southeast
2021,Nevada,Public Out-of-State,4-year,Fees/Tuition,23010,West
2019,North Carolina,Public Out-of-State,4-year,Fees/Tuition,22968,Southeast
2016,Montana,Private,4-year,Fees/Tuition,22961,West
2017,Montana,Public Out-of-State,4-year,Fees/Tuition,22956,West
2013,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,22891,Northeast
2014,Arizona,Public Out-of-State,4-year,Fees/Tuition,22878,Southwest
2018,Colorado,Private,4-year,Fees/Tuition,22873,West
2015,Virginia,Private,4-year,Fees/Tuition,22835,Southeast
2016,Florida,Private,4-year,Fees/Tuition,22793,Southeast
2019,Minnesota,Public Out-of-State,4-year,Fees/Tuition,22780,Midwest
2017,Louisiana,Public Out-of-State,4-year,Fees/Tuition,22771,Southeast
2015,Ohio,Public Out-of-State,4-year,Fees/Tuition,22756,Midwest
2019,Georgia,Public Out-of-State,4-year,Fees/Tuition,22751,Southeast
2015,North Carolina,Public Out-of-State,4-year,Fees/Tuition,22676,Southeast
2020,New York,Public Out-of-State,4-year,Fees/Tuition,22669,Northeast
2017,Colorado,Private,4-year,Fees/Tuition,22627,West
2018,Kansas,Public Out-of-State,4-year,Fees/Tuition,22615,Midwest
2018,Arkansas,Private,4-year,Fees/Tuition,22610,Southeast
2018,Idaho,Public Out-of-State,4-year,Fees/Tuition,22601,West
2017,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,22574,Midwest
2019,Kansas,Private,4-year,Fees/Tuition,22571,Midwest
2014,Tennessee,Private,4-year,Fees/Tuition,22561,Southeast
2017,New Mexico,Private,4-year,Fees/Tuition,22535,Southwest
2015,Alabama,Public Out-of-State,4-year,Fees/Tuition,22499,Southeast
2021,West Virginia,Public Out-of-State,4-year,Fees/Tuition,22475,Southeast
2013,Georgia,Private,4-year,Fees/Tuition,22456,Southeast
2017,Maryland,Public Out-of-State,4-year,Fees/Tuition,22437,Northeast
2016,Missouri,Private,4-year,Fees/Tuition,22416,Midwest
2013,Tennessee,Public Out-of-State,4-year,Fees/Tuition,22412,Southeast
2013,Georgia,Public Out-of-State,4-year,Fees/Tuition,22393,Southeast
2016,Colorado,Private,4-year,Fees/Tuition,22332,West
2016,Kentucky,Public Out-of-State,4-year,Fees/Tuition,22321,Southeast
2015,Oklahoma,Private,4-year,Fees/Tuition,22309,Southwest
2017,Virginia,Private,4-year,Fees/Tuition,22286,Southeast
2014,Virginia,Private,4-year,Fees/Tuition,22280,Southeast
2021,Nebraska,Public Out-of-State,4-year,Fees/Tuition,22277,Midwest
2020,West Virginia,Public Out-of-State,4-year,Fees/Tuition,22242,Southeast
2015,South Carolina,Private,4-year,Fees/Tuition,22241,Southeast
2019,Louisiana,Public Out-of-State,4-year,Fees/Tuition,22208,Southeast
2016,South Dakota,Private,4-year,Fees/Tuition,22164,Midwest
2020,Nebraska,Public Out-of-State,4-year,Fees/Tuition,22152,Midwest
2016,Montana,Public Out-of-State,4-year,Fees/Tuition,22145,West
2020,Louisiana,Public Out-of-State,4-year,Fees/Tuition,22128,Southeast
2019,New York,Public Out-of-State,4-year,Fees/Tuition,22083,Northeast
2013,Tennessee,Private,4-year,Fees/Tuition,22046,Southeast
2016,Michigan,Private,4-year,Fees/Tuition,22018,Midwest
2017,Kansas,Public Out-of-State,4-year,Fees/Tuition,22000,Midwest
2019,West Virginia,Public Out-of-State,4-year,Fees/Tuition,21996,Southeast
2018,Georgia,Public Out-of-State,4-year,Fees/Tuition,21957,Southeast
2014,Ohio,Public Out-of-State,4-year,Fees/Tuition,21939,Midwest
2021,Missouri,Public Out-of-State,4-year,Fees/Tuition,21880,Midwest
2014,South Carolina,Private,4-year,Fees/Tuition,21769,Southeast
2016,Maryland,Public Out-of-State,4-year,Fees/Tuition,21768,Northeast
2015,Georgia,Public Out-of-State,4-year,Fees/Tuition,21739,Southeast
2021,Oklahoma,Public Out-of-State,4-year,Fees/Tuition,21737,Southwest
2017,Arkansas,Private,4-year,Fees/Tuition,21710,Southeast
2020,Oklahoma,Public Out-of-State,4-year,Fees/Tuition,21695,Southwest
2013,Ohio,Public Out-of-State,4-year,Fees/Tuition,21683,Midwest
2020,Nevada,Public Out-of-State,4-year,Fees/Tuition,21678,West
2016,Texas,Public Out-of-State,4-year,Fees/Tuition,21677,Southwest
2018,New York,Public Out-of-State,4-year,Fees/Tuition,21662,Northeast
2021,New Mexico,Public Out-of-State,4-year,Fees/Tuition,21645,Southwest
2016,Nebraska,Private,4-year,Fees/Tuition,21641,Midwest
2018,Louisiana,Public Out-of-State,4-year,Fees/Tuition,21632,Southeast
2015,Montana,Private,4-year,Fees/Tuition,21630,West
2015,Colorado,Private,4-year,Fees/Tuition,21603,West
2013,Nevada,Private,4-year,Room/Board,21602,West
2021,Arkansas,Public Out-of-State,4-year,Fees/Tuition,21598,Southeast
2021,Utah,Public Out-of-State,4-year,Fees/Tuition,21595,West
2015,Florida,Private,4-year,Fees/Tuition,21578,Southeast
2019,Utah,Public Out-of-State,4-year,Fees/Tuition,21557,West
2019,Oklahoma,Public Out-of-State,4-year,Fees/Tuition,21526,Southwest
2013,Virginia,Private,4-year,Fees/Tuition,21524,Southeast
2019,Nebraska,Public Out-of-State,4-year,Fees/Tuition,21516,Midwest
2013,Alaska,Private,4-year,Fees/Tuition,21496,West
2015,Montana,Public Out-of-State,4-year,Fees/Tuition,21481,West
2015,Missouri,Private,4-year,Fees/Tuition,21465,Midwest
2020,Arkansas,Public Out-of-State,4-year,Fees/Tuition,21460,Southeast
2017,New York,Public Out-of-State,4-year,Fees/Tuition,21454,Northeast
2017,Alaska,Public Out-of-State,4-year,Fees/Tuition,21431,West
2017,Nevada,Private,4-year,Fees/Tuition,21423,West
2014,Oklahoma,Private,4-year,Fees/Tuition,21411,Southwest
2015,Kentucky,Public Out-of-State,4-year,Fees/Tuition,21409,Southeast
2015,Louisiana,Public Out-of-State,4-year,Fees/Tuition,21409,Southeast
2014,Alabama,Public Out-of-State,4-year,Fees/Tuition,21389,Southeast
2017,Georgia,Public Out-of-State,4-year,Fees/Tuition,21377,Southeast
2017,Idaho,Public Out-of-State,4-year,Fees/Tuition,21370,West
2016,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,21327,Midwest
2018,Kansas,Private,4-year,Fees/Tuition,21316,Midwest
2018,Alaska,Public Out-of-State,4-year,Fees/Tuition,21284,West
2020,Utah,Public Out-of-State,4-year,Fees/Tuition,21273,West
2014,Kentucky,Private,4-year,Fees/Tuition,21271,Southeast
2013,Arizona,Public Out-of-State,4-year,Fees/Tuition,21201,Southwest
2018,Nevada,Public Out-of-State,4-year,Fees/Tuition,21176,West
2015,Texas,Public Out-of-State,4-year,Fees/Tuition,21135,Southwest
2019,Nevada,Public Out-of-State,4-year,Fees/Tuition,21125,West
2018,West Virginia,Public Out-of-State,4-year,Fees/Tuition,21032,Southeast
2015,Maryland,Public Out-of-State,4-year,Fees/Tuition,21031,Northeast
2015,South Dakota,Private,4-year,Fees/Tuition,21018,Midwest
2016,Virginia,Private,4-year,Fees/Tuition,21016,Southeast
2013,South Carolina,Private,4-year,Fees/Tuition,20990,Southeast
2014,Florida,Private,4-year,Fees/Tuition,20971,Southeast
2014,Alaska,Private,4-year,Fees/Tuition,20943,West
2016,Arkansas,Private,4-year,Fees/Tuition,20936,Southeast
2016,Kansas,Public Out-of-State,4-year,Fees/Tuition,20901,Midwest
2020,Missouri,Public Out-of-State,4-year,Fees/Tuition,20877,Midwest
2014,Montana,Private,4-year,Fees/Tuition,20868,West
2013,Kansas,Private,4-year,Fees/Tuition,20852,Midwest
2019,Arkansas,Public Out-of-State,4-year,Fees/Tuition,20825,Southeast
2014,Montana,Public Out-of-State,4-year,Fees/Tuition,20797,West
2014,Maryland,Public Out-of-State,4-year,Fees/Tuition,20772,Northeast
2018,Minnesota,Public Out-of-State,4-year,Fees/Tuition,20736,Midwest
2015,Michigan,Private,4-year,Fees/Tuition,20718,Midwest
2017,Nevada,Public Out-of-State,4-year,Fees/Tuition,20672,West
2013,Kentucky,Private,4-year,Fees/Tuition,20639,Southeast
2016,Idaho,Public Out-of-State,4-year,Fees/Tuition,20624,West
2013,Oklahoma,Private,4-year,Fees/Tuition,20572,Southwest
2018,Nebraska,Public Out-of-State,4-year,Fees/Tuition,20555,Midwest
2016,New Mexico,Private,4-year,Fees/Tuition,20532,Southwest
2015,Nebraska,Private,4-year,Fees/Tuition,20501,Midwest
2016,Alaska,Public Out-of-State,4-year,Fees/Tuition,20463,West
2014,Texas,Public Out-of-State,4-year,Fees/Tuition,20420,Southwest
2014,North Carolina,Public Out-of-State,4-year,Fees/Tuition,20410,Southeast
2013,Alabama,Public Out-of-State,4-year,Fees/Tuition,20380,Southeast
2014,Colorado,Private,4-year,Fees/Tuition,20359,West
2016,Nevada,Public Out-of-State,4-year,Fees/Tuition,20355,West
2016,New York,Public Out-of-State,4-year,Fees/Tuition,20305,Northeast
2017,Kansas,Private,4-year,Fees/Tuition,20291,Midwest
2018,Oklahoma,Public Out-of-State,4-year,Fees/Tuition,20200,Southwest
2013,Maryland,Public Out-of-State,4-year,Fees/Tuition,20199,Northeast
2014,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,20183,Midwest
2018,Utah,Public Out-of-State,4-year,Fees/Tuition,20168,West
2013,Montana,Public Out-of-State,4-year,Fees/Tuition,20164,West
2021,Mississippi,Public Out-of-State,4-year,Fees/Tuition,20160,Southeast
2013,Florida,Private,4-year,Fees/Tuition,20155,Southeast
2015,Kansas,Public Out-of-State,4-year,Fees/Tuition,20155,Midwest
2013,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,20146,Midwest
2014,Kansas,Private,4-year,Fees/Tuition,20122,Midwest
2014,South Dakota,Private,4-year,Fees/Tuition,20114,Midwest
2021,New York,Public Out-of-State,4-year,Fees/Tuition,20113,Northeast
2015,Nevada,Public Out-of-State,4-year,Fees/Tuition,20064,West
2018,Arkansas,Public Out-of-State,4-year,Fees/Tuition,20061,Southeast
2013,Texas,Public Out-of-State,4-year,Fees/Tuition,20044,Southwest
2017,West Virginia,Public Out-of-State,4-year,Fees/Tuition,20030,Southeast
2015,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,20020,Midwest
2014,Louisiana,Public Out-of-State,4-year,Fees/Tuition,19985,Southeast
2014,Kentucky,Public Out-of-State,4-year,Fees/Tuition,19979,Southeast
2015,Arkansas,Private,4-year,Fees/Tuition,19974,Southeast
2013,Colorado,Private,4-year,Fees/Tuition,19967,West
2016,Alaska,Private,4-year,Fees/Tuition,19957,West
2019,Mississippi,Public Out-of-State,4-year,Fees/Tuition,19942,Southeast
2019,Missouri,Public Out-of-State,4-year,Fees/Tuition,19914,Midwest
2016,Missouri,Public Out-of-State,4-year,Fees/Tuition,19860,Midwest
2014,Nebraska,Private,4-year,Fees/Tuition,19832,Midwest
2013,Montana,Private,4-year,Fees/Tuition,19737,West
2013,North Carolina,Public Out-of-State,4-year,Fees/Tuition,19733,Southeast
2018,Mississippi,Public Out-of-State,4-year,Fees/Tuition,19691,Southeast
2020,Alaska,Private,4-year,Fees/Tuition,19682,West
2015,Idaho,Public Out-of-State,4-year,Fees/Tuition,19633,West
2014,Nevada,Public Out-of-State,4-year,Fees/Tuition,19616,West
2021,Alaska,Private,4-year,Fees/Tuition,19575,West
2014,Missouri,Private,4-year,Fees/Tuition,19523,Midwest
2018,Missouri,Public Out-of-State,4-year,Fees/Tuition,19519,Midwest
